ReviewID,SentenceID,Text,OpinionTarget,Category,Polarity,From,To
d731402-g186338-UID_40081C121C291BBE144150876966D762-REW0,d731402-g186338-UID_40081C121C291BBE144150876966D762-REW0:3,It is a lovely room and we felt that it was certainly value for money for breakfast and would now love to go for lunch or dinner on our next visit.,room,AMBIENCE#GENERAL,positive,15,19
d731402-g186338-UID_40081C121C291BBE144150876966D762-REW0,d731402-g186338-UID_40081C121C291BBE144150876966D762-REW0:3,It is a lovely room and we felt that it was certainly value for money for breakfast and would now love to go for lunch or dinner on our next visit.,breakfast,FOOD#PRICES,positive,74,83
d731402-g186338-UID_6C0B5565F8A653C03B204F7FCE32E1CC-REW0,d731402-g186338-UID_6C0B5565F8A653C03B204F7FCE32E1CC-REW0:0,superb breakfasts,breakfasts,FOOD#QUALITY,positive,7,17
d731402-g186338-UID_6C0B5565F8A653C03B204F7FCE32E1CC-REW0,d731402-g186338-UID_6C0B5565F8A653C03B204F7FCE32E1CC-REW0:1,Have been here a couple of times for breakfast and always very good,breakfast,FOOD#QUALITY,positive,37,46
d731402-g186338-UID_6C0B5565F8A653C03B204F7FCE32E1CC-REW0,d731402-g186338-UID_6C0B5565F8A653C03B204F7FCE32E1CC-REW0:2,They cover the classics very well such as eggs benedict and scrambled eggs ,scrambled eggs,FOOD#QUALITY,positive,60,74
d731402-g186338-UID_6C0B5565F8A653C03B204F7FCE32E1CC-REW0,d731402-g186338-UID_6C0B5565F8A653C03B204F7FCE32E1CC-REW0:2,They cover the classics very well such as eggs benedict and scrambled eggs ,eggs benedict,FOOD#QUALITY,positive,42,55
d731402-g186338-UID_D85FCDA41ACB8277488159AACA091EB4-REW0,d731402-g186338-UID_D85FCDA41ACB8277488159AACA091EB4-REW0:0,Breakfast doesn't get better than this,Breakfast,FOOD#QUALITY,positive,0,9
d731402-g186338-UID_D85FCDA41ACB8277488159AACA091EB4-REW0,d731402-g186338-UID_D85FCDA41ACB8277488159AACA091EB4-REW0:1,"I have visited "" The Wolseley"" many times for breakfast",The Wolseley,RESTAURANT#GENERAL,positive,17,29
d731402-g186338-UID_D85FCDA41ACB8277488159AACA091EB4-REW0,d731402-g186338-UID_D85FCDA41ACB8277488159AACA091EB4-REW0:2,"Why you might ask, it is only breakfast?Yes but what a wonderful environment to eat breakfast in",NULL,AMBIENCE#GENERAL,positive,0,0
d731402-g186338-UID_D85FCDA41ACB8277488159AACA091EB4-REW0,d731402-g186338-UID_D85FCDA41ACB8277488159AACA091EB4-REW0:3,The building is stunning and the service and food exemplary,building,AMBIENCE#GENERAL,positive,4,12
d731402-g186338-UID_D85FCDA41ACB8277488159AACA091EB4-REW0,d731402-g186338-UID_D85FCDA41ACB8277488159AACA091EB4-REW0:3,The building is stunning and the service and food exemplary,service,SERVICE#GENERAL,positive,33,40
d731402-g186338-UID_D85FCDA41ACB8277488159AACA091EB4-REW0,d731402-g186338-UID_D85FCDA41ACB8277488159AACA091EB4-REW0:3,The building is stunning and the service and food exemplary,food,FOOD#QUALITY,positive,45,49
d731402-g186338-UID_D85FCDA41ACB8277488159AACA091EB4-REW0,d731402-g186338-UID_D85FCDA41ACB8277488159AACA091EB4-REW0:4,"I urge you to eat breakfast here, you will not be disappointed !",,,,,
d731402-g186338-UID_D85FCDA41ACB8277488159AACA091EB4-REW1,d731402-g186338-UID_D85FCDA41ACB8277488159AACA091EB4-REW1:0,A firm favourite,NULL,RESTAURANT#GENERAL,positive,0,0
d731402-g186338-UID_D85FCDA41ACB8277488159AACA091EB4-REW1,d731402-g186338-UID_D85FCDA41ACB8277488159AACA091EB4-REW1:1,"The only place to have breakfast in London, we always visit when we are in town for the weekend, love, love, love the place !Never disappoints.",place,RESTAURANT#GENERAL,positive,9,14
d731402-g186338-UID_23A0D71C82E601F762C7D1DE667D4E50-REW0,d731402-g186338-UID_23A0D71C82E601F762C7D1DE667D4E50-REW0:0,Incredibile,NULL,RESTAURANT#GENERAL,positive,0,0
d731402-g186338-UID_23A0D71C82E601F762C7D1DE667D4E50-REW0,d731402-g186338-UID_23A0D71C82E601F762C7D1DE667D4E50-REW0:1,"Awesome service, awesome food, awesome experience over all",food,FOOD#QUALITY,positive,25,29
d731402-g186338-UID_23A0D71C82E601F762C7D1DE667D4E50-REW0,d731402-g186338-UID_23A0D71C82E601F762C7D1DE667D4E50-REW0:1,"Awesome service, awesome food, awesome experience over all",service,SERVICE#GENERAL,positive,8,15
d731402-g186338-UID_23A0D71C82E601F762C7D1DE667D4E50-REW0,d731402-g186338-UID_23A0D71C82E601F762C7D1DE667D4E50-REW0:1,"Awesome service, awesome food, awesome experience over all",NULL,RESTAURANT#GENERAL,positive,0,0
d731402-g186338-UID_23A0D71C82E601F762C7D1DE667D4E50-REW0,d731402-g186338-UID_23A0D71C82E601F762C7D1DE667D4E50-REW0:2,Really do recommend it.,NULL,RESTAURANT#GENERAL,positive,0,0
d731402-g186338-UID_4D4AA110E7F0077BDF2F77E0355D7DC9-REW0,d731402-g186338-UID_4D4AA110E7F0077BDF2F77E0355D7DC9-REW0:0,Brunch,,,,,
d731402-g186338-UID_4D4AA110E7F0077BDF2F77E0355D7DC9-REW0,d731402-g186338-UID_4D4AA110E7F0077BDF2F77E0355D7DC9-REW0:1,I love the Wolseley: it is the perfect all round resto.,Wolseley,RESTAURANT#GENERAL,positive,11,19
d731402-g186338-UID_690331E3F12290291A756F24A880136D-REW0,d731402-g186338-UID_690331E3F12290291A756F24A880136D-REW0:0,Great evening out,,,,,
d731402-g186338-UID_690331E3F12290291A756F24A880136D-REW0,d731402-g186338-UID_690331E3F12290291A756F24A880136D-REW0:1,Thank you all for a wonderful meal and evening a great time was had by all,meal,FOOD#QUALITY,positive,30,34
d731402-g186338-UID_81D9C3494C513A032209ED760A623FDF-REW0,d731402-g186338-UID_81D9C3494C513A032209ED760A623FDF-REW0:0,out for lunch,,,,,
d731402-g186338-UID_81D9C3494C513A032209ED760A623FDF-REW0,d731402-g186338-UID_81D9C3494C513A032209ED760A623FDF-REW0:1,we arrived but it was heaving very very busy we were led to wait in the small bar which was ok i got us both a glass of red Shiraz we were fine then a waiter came and took us to a table and we gave our order for meal and requested a large glass each of the Shiraz the meal was fine we had a good lunch and the staff were very friendly,glass of red Shiraz,DRINKS#QUALITY,positive,111,130
d731402-g186338-UID_81D9C3494C513A032209ED760A623FDF-REW0,d731402-g186338-UID_81D9C3494C513A032209ED760A623FDF-REW0:1,we arrived but it was heaving very very busy we were led to wait in the small bar which was ok i got us both a glass of red Shiraz we were fine then a waiter came and took us to a table and we gave our order for meal and requested a large glass each of the Shiraz the meal was fine we had a good lunch and the staff were very friendly,staff,SERVICE#GENERAL,positive,310,315
d731402-g186338-UID_81D9C3494C513A032209ED760A623FDF-REW0,d731402-g186338-UID_81D9C3494C513A032209ED760A623FDF-REW0:1,we arrived but it was heaving very very busy we were led to wait in the small bar which was ok i got us both a glass of red Shiraz we were fine then a waiter came and took us to a table and we gave our order for meal and requested a large glass each of the Shiraz the meal was fine we had a good lunch and the staff were very friendly,bar,AMBIENCE#GENERAL,positive,78,81
d731402-g186338-UID_81D9C3494C513A032209ED760A623FDF-REW0,d731402-g186338-UID_81D9C3494C513A032209ED760A623FDF-REW0:1,we arrived but it was heaving very very busy we were led to wait in the small bar which was ok i got us both a glass of red Shiraz we were fine then a waiter came and took us to a table and we gave our order for meal and requested a large glass each of the Shiraz the meal was fine we had a good lunch and the staff were very friendly,meal,FOOD#QUALITY,positive,212,216
d731402-g186338-UID_401017AD408C78BB839144B8FD3E4BCF-REW0,d731402-g186338-UID_401017AD408C78BB839144B8FD3E4BCF-REW0:0,Upmarket ,NULL,RESTAURANT#GENERAL,positive,0,0
d731402-g186338-UID_401017AD408C78BB839144B8FD3E4BCF-REW0,d731402-g186338-UID_401017AD408C78BB839144B8FD3E4BCF-REW0:1,"I've been here several times, standard is always good",NULL,RESTAURANT#GENERAL,positive,0,0
d731402-g186338-UID_401017AD408C78BB839144B8FD3E4BCF-REW0,d731402-g186338-UID_401017AD408C78BB839144B8FD3E4BCF-REW0:2,Particularly like the crayfish salad,crayfish salad,FOOD#QUALITY,positive,22,36
d731402-g186338-UID_401017AD408C78BB839144B8FD3E4BCF-REW0,d731402-g186338-UID_401017AD408C78BB839144B8FD3E4BCF-REW0:3,Always have the feeling people come here to be seen... ,,,,,
d731402-g186338-UID_DD2A009E1454BF8037319D194020E1FF-REW0,d731402-g186338-UID_DD2A009E1454BF8037319D194020E1FF-REW0:0,lovely,NULL,RESTAURANT#GENERAL,positive,0,0
d731402-g186338-UID_DD2A009E1454BF8037319D194020E1FF-REW0,d731402-g186338-UID_DD2A009E1454BF8037319D194020E1FF-REW0:1,"we have been here several times, and its always a treat",NULL,RESTAURANT#GENERAL,positive,0,0
d731402-g186338-UID_DD2A009E1454BF8037319D194020E1FF-REW0,d731402-g186338-UID_DD2A009E1454BF8037319D194020E1FF-REW0:2,the service is always excellent.,service,SERVICE#GENERAL,positive,4,11
d731402-g186338-UID_58E62BAEE3C6952ED79FED4DB03ACE4F-REW0,d731402-g186338-UID_58E62BAEE3C6952ED79FED4DB03ACE4F-REW0:0,Disappointing ,NULL,RESTAURANT#GENERAL,negative,0,0
d731402-g186338-UID_58E62BAEE3C6952ED79FED4DB03ACE4F-REW0,d731402-g186338-UID_58E62BAEE3C6952ED79FED4DB03ACE4F-REW0:1,"Brunch at the Wolsey midweek, we both had the cheese, potato frittata with courgettes",,,,,
d731402-g186338-UID_58E62BAEE3C6952ED79FED4DB03ACE4F-REW0,d731402-g186338-UID_58E62BAEE3C6952ED79FED4DB03ACE4F-REW0:2,The dish was disappointing,dish,FOOD#QUALITY,negative,4,8
d731402-g186338-UID_58E62BAEE3C6952ED79FED4DB03ACE4F-REW0,d731402-g186338-UID_58E62BAEE3C6952ED79FED4DB03ACE4F-REW0:3,"It was definitely not cooked to order but reheated, as it was overly hot, the texture was rubbery and it tasted bland and overly greasy",NULL,FOOD#QUALITY,negative,0,0
d731402-g186338-UID_58E62BAEE3C6952ED79FED4DB03ACE4F-REW0,d731402-g186338-UID_58E62BAEE3C6952ED79FED4DB03ACE4F-REW0:4,Plane breakfast food came to mind,,,,,
d731402-g186338-UID_58E62BAEE3C6952ED79FED4DB03ACE4F-REW0,d731402-g186338-UID_58E62BAEE3C6952ED79FED4DB03ACE4F-REW0:5,The side salad of dressed leaves contained a trio of thin mandolin slices of grilled courgette,,,,,
d731402-g186338-UID_58E62BAEE3C6952ED79FED4DB03ACE4F-REW0,d731402-g186338-UID_58E62BAEE3C6952ED79FED4DB03ACE4F-REW0:6,"I think I expected a lot more from the name and reputation of this place, perhaps this is just a tourist trap now",NULL,RESTAURANT#GENERAL,negative,0,0
d731402-g186338-UID_58E62BAEE3C6952ED79FED4DB03ACE4F-REW0,d731402-g186338-UID_58E62BAEE3C6952ED79FED4DB03ACE4F-REW0:7,"The dining room is packed, so there were a lot of people seemingly happy to accept mediocre food at high prices or maybe I chose the wrong dish? It’s noisy with all hard surfaces and high ceilings",food,FOOD#PRICES,negative,92,96
d731402-g186338-UID_58E62BAEE3C6952ED79FED4DB03ACE4F-REW0,d731402-g186338-UID_58E62BAEE3C6952ED79FED4DB03ACE4F-REW0:7,"The dining room is packed, so there were a lot of people seemingly happy to accept mediocre food at high prices or maybe I chose the wrong dish? It’s noisy with all hard surfaces and high ceilings",food,FOOD#QUALITY,negative,92,96
d731402-g186338-UID_58E62BAEE3C6952ED79FED4DB03ACE4F-REW0,d731402-g186338-UID_58E62BAEE3C6952ED79FED4DB03ACE4F-REW0:8,"First impressions, the front glass doors are smeary",front glass doors,RESTAURANT#GENERAL,negative,23,40
d731402-g186338-UID_58E62BAEE3C6952ED79FED4DB03ACE4F-REW0,d731402-g186338-UID_58E62BAEE3C6952ED79FED4DB03ACE4F-REW0:9,"The black pepper mill empty, yawn",,,,,
d731402-g186338-UID_58E62BAEE3C6952ED79FED4DB03ACE4F-REW0,d731402-g186338-UID_58E62BAEE3C6952ED79FED4DB03ACE4F-REW0:10,Too many waiting staff milling about who barge into you without looking too,waiting staff,SERVICE#GENERAL,negative,9,22
d731402-g186338-UID_58E62BAEE3C6952ED79FED4DB03ACE4F-REW0,d731402-g186338-UID_58E62BAEE3C6952ED79FED4DB03ACE4F-REW0:11,"Best moment, the coffee was delicious, a large beautiful silver pot of perfect black coffee",coffee,DRINKS#QUALITY,positive,17,23
d731402-g186338-UID_58E62BAEE3C6952ED79FED4DB03ACE4F-REW0,d731402-g186338-UID_58E62BAEE3C6952ED79FED4DB03ACE4F-REW0:11,"Best moment, the coffee was delicious, a large beautiful silver pot of perfect black coffee",black coffee,DRINKS#QUALITY,positive,79,91
d731402-g186338-UID_58E62BAEE3C6952ED79FED4DB03ACE4F-REW0,d731402-g186338-UID_58E62BAEE3C6952ED79FED4DB03ACE4F-REW0:11,"Best moment, the coffee was delicious, a large beautiful silver pot of perfect black coffee",silver pot,DRINKS#STYLE_OPTIONS,positive,57,67
d731402-g186338-UID_58E62BAEE3C6952ED79FED4DB03ACE4F-REW0,d731402-g186338-UID_58E62BAEE3C6952ED79FED4DB03ACE4F-REW0:12,I’m on the lookout for a better brunch stop in Green Park.,,,,,
d731402-g186338-UID_F306906D60EBE1AA3E5BABC7B594AD99-REW0,d731402-g186338-UID_F306906D60EBE1AA3E5BABC7B594AD99-REW0:0,Great,NULL,RESTAURANT#GENERAL,positive,0,0
d731402-g186338-UID_F306906D60EBE1AA3E5BABC7B594AD99-REW0,d731402-g186338-UID_F306906D60EBE1AA3E5BABC7B594AD99-REW0:1,Good for star spotting between courses! Staff very helpful and discreet,Staff,SERVICE#GENERAL,positive,40,45
d731402-g186338-UID_FFD1A98073AF1CDCC7DB763D6265B494-REW0,d731402-g186338-UID_FFD1A98073AF1CDCC7DB763D6265B494-REW0:0,Great Restaurant,Restaurant,RESTAURANT#GENERAL,positive,6,16
d731402-g186338-UID_FFD1A98073AF1CDCC7DB763D6265B494-REW0,d731402-g186338-UID_FFD1A98073AF1CDCC7DB763D6265B494-REW0:1,We love this restaurant and on every visit it just gets better,NULL,RESTAURANT#GENERAL,positive,0,0
d731402-g186338-UID_FFD1A98073AF1CDCC7DB763D6265B494-REW0,d731402-g186338-UID_FFD1A98073AF1CDCC7DB763D6265B494-REW0:2,"All the staff are very professional, attentive and above all happy",staff,SERVICE#GENERAL,positive,8,13
d731402-g186338-UID_FFD1A98073AF1CDCC7DB763D6265B494-REW0,d731402-g186338-UID_FFD1A98073AF1CDCC7DB763D6265B494-REW0:3,We will return in the new year.,NULL,RESTAURANT#GENERAL,positive,0,0
d731402-g186338-UID_F3DA218BE5CF46C76B8D39E2CBF08FA2-REW0,d731402-g186338-UID_F3DA218BE5CF46C76B8D39E2CBF08FA2-REW0:0,Clever concept,,,,,
d731402-g186338-UID_F3DA218BE5CF46C76B8D39E2CBF08FA2-REW0,d731402-g186338-UID_F3DA218BE5CF46C76B8D39E2CBF08FA2-REW0:1,"Delicious food, reasonable prices, speedy service - AND a fabulous breakfast!",service,SERVICE#GENERAL,positive,42,49
d731402-g186338-UID_F3DA218BE5CF46C76B8D39E2CBF08FA2-REW0,d731402-g186338-UID_F3DA218BE5CF46C76B8D39E2CBF08FA2-REW0:1,"Delicious food, reasonable prices, speedy service - AND a fabulous breakfast!",prices,RESTAURANT#PRICES,positive,27,33
d731402-g186338-UID_F3DA218BE5CF46C76B8D39E2CBF08FA2-REW0,d731402-g186338-UID_F3DA218BE5CF46C76B8D39E2CBF08FA2-REW0:1,"Delicious food, reasonable prices, speedy service - AND a fabulous breakfast!",breakfast,FOOD#QUALITY,positive,67,76
d731402-g186338-UID_F3DA218BE5CF46C76B8D39E2CBF08FA2-REW0,d731402-g186338-UID_F3DA218BE5CF46C76B8D39E2CBF08FA2-REW0:1,"Delicious food, reasonable prices, speedy service - AND a fabulous breakfast!",food,FOOD#QUALITY,positive,10,14
d731402-g186338-UID_E6C20A71DBB80832BB03731DAA3E78B8-REW0,d731402-g186338-UID_E6C20A71DBB80832BB03731DAA3E78B8-REW0:0,Consistently great atmosphere ; good food !,food,FOOD#QUALITY,positive,37,41
d731402-g186338-UID_E6C20A71DBB80832BB03731DAA3E78B8-REW0,d731402-g186338-UID_E6C20A71DBB80832BB03731DAA3E78B8-REW0:0,Consistently great atmosphere ; good food !,atmosphere,AMBIENCE#GENERAL,positive,19,29
d731402-g186338-UID_E6C20A71DBB80832BB03731DAA3E78B8-REW0,d731402-g186338-UID_E6C20A71DBB80832BB03731DAA3E78B8-REW0:1,"This restaurant is elegant but refreshingly unpretentious ! It has a great buzz when you enter and the service is efficient and friendly ! The menu is comprehensive, the food tasty and well presented.",restaurant,RESTAURANT#GENERAL,positive,5,15
d731402-g186338-UID_E6C20A71DBB80832BB03731DAA3E78B8-REW0,d731402-g186338-UID_E6C20A71DBB80832BB03731DAA3E78B8-REW0:1,"This restaurant is elegant but refreshingly unpretentious ! It has a great buzz when you enter and the service is efficient and friendly ! The menu is comprehensive, the food tasty and well presented.",service,SERVICE#GENERAL,positive,103,110
d731402-g186338-UID_E6C20A71DBB80832BB03731DAA3E78B8-REW0,d731402-g186338-UID_E6C20A71DBB80832BB03731DAA3E78B8-REW0:1,"This restaurant is elegant but refreshingly unpretentious ! It has a great buzz when you enter and the service is efficient and friendly ! The menu is comprehensive, the food tasty and well presented.",menu,FOOD#STYLE_OPTIONS,positive,143,147
d731402-g186338-UID_E6C20A71DBB80832BB03731DAA3E78B8-REW0,d731402-g186338-UID_E6C20A71DBB80832BB03731DAA3E78B8-REW0:1,"This restaurant is elegant but refreshingly unpretentious ! It has a great buzz when you enter and the service is efficient and friendly ! The menu is comprehensive, the food tasty and well presented.",food,FOOD#STYLE_OPTIONS,positive,170,174
d731402-g186338-UID_E6C20A71DBB80832BB03731DAA3E78B8-REW0,d731402-g186338-UID_E6C20A71DBB80832BB03731DAA3E78B8-REW0:1,"This restaurant is elegant but refreshingly unpretentious ! It has a great buzz when you enter and the service is efficient and friendly ! The menu is comprehensive, the food tasty and well presented.",food,FOOD#QUALITY,positive,170,174
d731402-g186338-UID_E6C20A71DBB80832BB03731DAA3E78B8-REW0,d731402-g186338-UID_E6C20A71DBB80832BB03731DAA3E78B8-REW0:1,"This restaurant is elegant but refreshingly unpretentious ! It has a great buzz when you enter and the service is efficient and friendly ! The menu is comprehensive, the food tasty and well presented.",NULL,AMBIENCE#GENERAL,positive,0,0
d731402-g186338-UID_FE3CCB0A2170D8BCB093481D32D6BCCA-REW0,d731402-g186338-UID_FE3CCB0A2170D8BCB093481D32D6BCCA-REW0:0,"People watching, Noisy place - Amazing!",place,AMBIENCE#GENERAL,positive,23,28
d731402-g186338-UID_FE3CCB0A2170D8BCB093481D32D6BCCA-REW0,d731402-g186338-UID_FE3CCB0A2170D8BCB093481D32D6BCCA-REW0:1,"Its straightforward overpriced London food but in a fantastic building, steeped in retail and historical significance, and one of the best places in town to watch everyone else",food,FOOD#PRICES,negative,38,42
d731402-g186338-UID_FE3CCB0A2170D8BCB093481D32D6BCCA-REW0,d731402-g186338-UID_FE3CCB0A2170D8BCB093481D32D6BCCA-REW0:2,"A favourite haunt of mine, and never disappointed.",NULL,RESTAURANT#GENERAL,positive,0,0
d731402-g186338-UID_07022284288CD608177B667490683C2D-REW0,d731402-g186338-UID_07022284288CD608177B667490683C2D-REW0:0,21st birthday celebration for younger daughter,,,,,
d731402-g186338-UID_07022284288CD608177B667490683C2D-REW0,d731402-g186338-UID_07022284288CD608177B667490683C2D-REW0:1,We came here without a booking as we wished to dine quickly in one hour before our private behind the scenes tour at the London Coliseum and then seeing the Nutcracker this Christmas,,,,,
d731402-g186338-UID_07022284288CD608177B667490683C2D-REW0,d731402-g186338-UID_07022284288CD608177B667490683C2D-REW0:2,"Found that for the main dining room a booking is normally required but the maitre was so helpful and secured me , my daughter, my mother and her godmother a lovely table ",maitre,SERVICE#GENERAL,positive,75,81
d731402-g186338-UID_07022284288CD608177B667490683C2D-REW0,d731402-g186338-UID_07022284288CD608177B667490683C2D-REW0:2,"Found that for the main dining room a booking is normally required but the maitre was so helpful and secured me , my daughter, my mother and her godmother a lovely table ",table,AMBIENCE#GENERAL,positive,164,169
d731402-g186338-UID_07022284288CD608177B667490683C2D-REW0,d731402-g186338-UID_07022284288CD608177B667490683C2D-REW0:3,"We just had a main course and a Pic pul white wine – excellent, speedy totally professional service and they gave her a small box of macaroons to take away with a happy birthday plaque",Pic pul white wine,DRINKS#QUALITY,positive,32,50
d731402-g186338-UID_07022284288CD608177B667490683C2D-REW0,d731402-g186338-UID_07022284288CD608177B667490683C2D-REW0:3,"We just had a main course and a Pic pul white wine – excellent, speedy totally professional service and they gave her a small box of macaroons to take away with a happy birthday plaque",main course,FOOD#QUALITY,positive,14,25
d731402-g186338-UID_07022284288CD608177B667490683C2D-REW0,d731402-g186338-UID_07022284288CD608177B667490683C2D-REW0:3,"We just had a main course and a Pic pul white wine – excellent, speedy totally professional service and they gave her a small box of macaroons to take away with a happy birthday plaque",service,SERVICE#GENERAL,positive,92,99
d731402-g186338-UID_07022284288CD608177B667490683C2D-REW0,d731402-g186338-UID_07022284288CD608177B667490683C2D-REW0:4,We will certainly be back again soon.,NULL,RESTAURANT#GENERAL,positive,0,0
d731402-g186338-UID_4629E8402AB22B33827911895FBEA896-REW0,d731402-g186338-UID_4629E8402AB22B33827911895FBEA896-REW0:0,Trendy but just a little bit intimidating if you are not a celebrity,NULL,AMBIENCE#GENERAL,neutral,0,0
d731402-g186338-UID_4629E8402AB22B33827911895FBEA896-REW0,d731402-g186338-UID_4629E8402AB22B33827911895FBEA896-REW0:1,Service is good but impersonal.,Service,SERVICE#GENERAL,neutral,0,7
d731402-g186338-UID_D465B92CC345F10A23B0C3F0F2F2B6A5-REW0,d731402-g186338-UID_D465B92CC345F10A23B0C3F0F2F2B6A5-REW0:0,Worthy of it's reputation for excellence!,NULL,RESTAURANT#GENERAL,positive,0,0
d731402-g186338-UID_D465B92CC345F10A23B0C3F0F2F2B6A5-REW0,d731402-g186338-UID_D465B92CC345F10A23B0C3F0F2F2B6A5-REW0:1,A real wow experience in every respect,NULL,RESTAURANT#GENERAL,positive,0,0
d731402-g186338-UID_D465B92CC345F10A23B0C3F0F2F2B6A5-REW0,d731402-g186338-UID_D465B92CC345F10A23B0C3F0F2F2B6A5-REW0:2,The building is stunning and full of atmosphere and from the moment we arrived we were made to feel special,building,AMBIENCE#GENERAL,positive,4,12
d731402-g186338-UID_D465B92CC345F10A23B0C3F0F2F2B6A5-REW0,d731402-g186338-UID_D465B92CC345F10A23B0C3F0F2F2B6A5-REW0:2,The building is stunning and full of atmosphere and from the moment we arrived we were made to feel special,atmosphere,AMBIENCE#GENERAL,positive,37,47
d731402-g186338-UID_D465B92CC345F10A23B0C3F0F2F2B6A5-REW0,d731402-g186338-UID_D465B92CC345F10A23B0C3F0F2F2B6A5-REW0:3,We loved the buzz,buzz,AMBIENCE#GENERAL,positive,13,17
d731402-g186338-UID_D465B92CC345F10A23B0C3F0F2F2B6A5-REW0,d731402-g186338-UID_D465B92CC345F10A23B0C3F0F2F2B6A5-REW0:4,Although we were there for Sunday lunch the restaurant was already busy with those who were enjoying their breakfast,,,,,
d731402-g186338-UID_D465B92CC345F10A23B0C3F0F2F2B6A5-REW0,d731402-g186338-UID_D465B92CC345F10A23B0C3F0F2F2B6A5-REW0:5,We had one of the best Bloody Mary's for a long time followed by traditional roast beef cooked medium rare and served with all the usual trimmings and roast chicken with tarragon,Bloody Mary's,DRINKS#QUALITY,positive,23,36
d731402-g186338-UID_D465B92CC345F10A23B0C3F0F2F2B6A5-REW0,d731402-g186338-UID_D465B92CC345F10A23B0C3F0F2F2B6A5-REW0:6,Very good wine list offering a wide range of prices,wine list,DRINKS#PRICES,positive,10,19
d731402-g186338-UID_D465B92CC345F10A23B0C3F0F2F2B6A5-REW0,d731402-g186338-UID_D465B92CC345F10A23B0C3F0F2F2B6A5-REW0:6,Very good wine list offering a wide range of prices,wine list,DRINKS#STYLE_OPTIONS,positive,10,19
d731402-g186338-UID_D465B92CC345F10A23B0C3F0F2F2B6A5-REW0,d731402-g186338-UID_D465B92CC345F10A23B0C3F0F2F2B6A5-REW0:7,The menu offers a choice for any kind of dining and all done very well as I found myself stealing a look at the meals served close by to us,menu,FOOD#STYLE_OPTIONS,positive,4,8
d731402-g186338-UID_D465B92CC345F10A23B0C3F0F2F2B6A5-REW0,d731402-g186338-UID_D465B92CC345F10A23B0C3F0F2F2B6A5-REW0:8,You can make this reasonably inexpensive or go mad,,,,,
d731402-g186338-UID_D465B92CC345F10A23B0C3F0F2F2B6A5-REW0,d731402-g186338-UID_D465B92CC345F10A23B0C3F0F2F2B6A5-REW0:9,The choice is yours,,,,,
d731402-g186338-UID_D465B92CC345F10A23B0C3F0F2F2B6A5-REW0,d731402-g186338-UID_D465B92CC345F10A23B0C3F0F2F2B6A5-REW0:10,Our lunch was on the high end but that was our decision and a real treat,lunch,FOOD#QUALITY,positive,4,9
d731402-g186338-UID_D465B92CC345F10A23B0C3F0F2F2B6A5-REW0,d731402-g186338-UID_D465B92CC345F10A23B0C3F0F2F2B6A5-REW0:11,This will definitely be on our 'must do' list for London.,NULL,RESTAURANT#GENERAL,positive,0,0
d731402-g186338-UID_43345F0225228A4BC7CDC27B221E385C-REW0,d731402-g186338-UID_43345F0225228A4BC7CDC27B221E385C-REW0:0,Lovely grand English coffee house,English coffee house,RESTAURANT#GENERAL,positive,13,33
d731402-g186338-UID_43345F0225228A4BC7CDC27B221E385C-REW0,d731402-g186338-UID_43345F0225228A4BC7CDC27B221E385C-REW0:1,"Great value for this sort of place, amazing setting, food not amazing but decent",food,FOOD#QUALITY,neutral,53,57
d731402-g186338-UID_43345F0225228A4BC7CDC27B221E385C-REW0,d731402-g186338-UID_43345F0225228A4BC7CDC27B221E385C-REW0:2,Really grand atmosphere.,atmosphere,AMBIENCE#GENERAL,positive,13,23
d731402-g186338-UID_8003EF2391459B4B59F5C02BD09B8040-REW0,d731402-g186338-UID_8003EF2391459B4B59F5C02BD09B8040-REW0:0,A busy cafe! Gorgeous food!,food,FOOD#QUALITY,positive,22,26
d731402-g186338-UID_8003EF2391459B4B59F5C02BD09B8040-REW0,d731402-g186338-UID_8003EF2391459B4B59F5C02BD09B8040-REW0:1,"Lovely building, very busy, best Nicoise salad I've ever had in my life, gorgeous table cloth and cutlery....loved it!",NULL,RESTAURANT#GENERAL,positive,0,0
d731402-g186338-UID_8003EF2391459B4B59F5C02BD09B8040-REW0,d731402-g186338-UID_8003EF2391459B4B59F5C02BD09B8040-REW0:1,"Lovely building, very busy, best Nicoise salad I've ever had in my life, gorgeous table cloth and cutlery....loved it!",Nicoise salad,FOOD#QUALITY,positive,33,46
d731402-g186338-UID_8003EF2391459B4B59F5C02BD09B8040-REW0,d731402-g186338-UID_8003EF2391459B4B59F5C02BD09B8040-REW0:1,"Lovely building, very busy, best Nicoise salad I've ever had in my life, gorgeous table cloth and cutlery....loved it!",building,AMBIENCE#GENERAL,positive,7,15
d731402-g186338-UID_8003EF2391459B4B59F5C02BD09B8040-REW0,d731402-g186338-UID_8003EF2391459B4B59F5C02BD09B8040-REW0:1,"Lovely building, very busy, best Nicoise salad I've ever had in my life, gorgeous table cloth and cutlery....loved it!",table cloth and cutlery,AMBIENCE#GENERAL,positive,82,105
d731402-g186338-UID_1D0A85AA5BBB879F5CFADF25BB94D04B-REW0,d731402-g186338-UID_1D0A85AA5BBB879F5CFADF25BB94D04B-REW0:0,Quality restaurant and excellent food!,food,FOOD#QUALITY,positive,33,37
